SYMBOL,hv20,hv50,hv100,LAST_CLOSE_DT,CLOSE_PX,curiv,Days,Percentile
ADNT,114,87,78,2020-31-01,25.71,60.33,600,54
ADP,23,16,17,2020-31-01,171.39,21.15,600,58
ADPT,63,59,68,2020-31-01,29.91,60.8,139,5
ADRO,129,119,103,2019-21-06,1.68,90.17,421,56
ADS,27,24,33,2020-31-01,102.79,30.28,600,49
ADSK,17,21,24,2020-31-01,196.85,32.23,600,56
ADSW,3.9,3.6,3.4,2019-12-04,32.95,26.24,310,54
ADT,45,47,44,2020-31-01,6.2,51.1,581,87
ADTN,23,26,49,2020-31-01,9.05,47.73,600,95
ADUS,17,20,21,2020-31-01,94.34,34.93,594,13
ADVM,49,61,132,2020-31-01,9.87,160.1,579,94
AEE,7,10,13,2020-31-01,82.05,18.65,598,87
AEG,29,26,26,2019-16-12,4.01,26.2,94,57
AEGN,24,24,25,2020-31-01,20.9,37.9,594,56
AEIS,33,30,34,2020-31-01,69.94,41.54,599,81
AEL,25,22,28,2020-31-01,26.41,40.36,599,94
AEM,31,28,30,2020-31-01,61.82,33.85,600,79
AEO,31,34,35,2020-31-01,14.4,43.1,600,53
AEP,9,11,12,2020-31-01,104.22,13.29,600,24
AER,22,19,18,2020-31-01,56.61,24.57,600,61
AERI,46,49,72,2020-31-01,20.48,78.86,600,89
AES,14,16,18,2020-31-01,19.86,21.17,417,59
AEZS,150,122,114,2019-17-09,1.07,210,337,100
AFG,13,13,14,2020-31-01,108.79,22.4,597,84
AFH,149,150,156,2019-10-04,0.56,112.69,370,98
AFI,48,46,101,2020-31-01,3.54,74.77,377,99
AFL,15,16,14,2020-31-01,51.57,18.47,600,76
AFMD,63,63,69,2020-31-01,2.62,102.51,486,33
AFTY,25,22,23,2020-31-01,15.36,21.9,470,58
AFYA,25,34,34,2020-31-01,29.86,51.5,96,14
AG,47,51,50,2020-31-01,10.07,51.16,600,44
AGCO,21,18,20,2020-31-01,70.14,29.15,599,69
AGEN,48,48,60,2020-31-01,3.74,84.64,600,56
AGFS,61,54,80,2020-27-01,2.34,112.54,448,98
AGG,2.7,3.1,3.5,2020-31-01,114.65,1.82,552,3
AGI,55,48,47,2020-31-01,6.3,44.67,502,34
AGIO,53,42,47,2020-31-01,48.73,61.91,600,84
AGLE,45,42,43,2020-31-01,7.26,63.07,147,57
AGM,16,19,22,2020-31-01,76.3,29.93,562,24
AGN,9,8,8,2020-31-01,186.64,18.62,600,16
AGO,16,13,13,2020-31-01,45.84,20.54,600,27
AGQ,41,36,42,2020-31-01,31.91,37.14,600,61
AGR,10,12,12,2020-24-01,53.26,14.47,442,16
AGRO,23,26,33,2020-31-01,7.47,38.44,499,53
AGRX,73,95,275,2020-31-01,3.7,218.45,174,97
AGS,38,41,42,2020-31-01,10.28,59.17,463,19
AGTC,327,223,165,2020-31-01,6.28,116.44,350,64
AGX,23,30,28,2020-31-01,42.11,36.13,557,42
AGYS,35,31,32,2020-24-01,32.5,30.03,421,9
AHC,31,40,40,2020-22-01,2.92,66.25,155,93
AHH,11,13,14,2020-10-01,18.34,19.78,74,62
AHT,38,42,47,2020-31-01,2.46,37.5,235,47
AI,18,29,30,2019-06-09,5.68,20.94,32,9
AIA,24,21,17,2020-17-01,65.08,12.62,92,25
AIG,20,17,17,2020-31-01,50.26,29.26,600,89
AIMC,19,21,31,2020-31-01,33.26,38.62,597,84
AIMT,64,51,57,2020-31-01,31.05,118.02,596,92
AIN,29,24,28,2020-31-01,69.77,32.86,562,96
AINV,9,13,16,2019-19-09,17.27,22.32,37,35
AIR,19,39,35,2020-31-01,42.58,32.72,588,57
AIRG,34,50,49,2020-31-01,9.45,50.6,599,28
AIT,19,19,24,2020-31-01,64.57,23.43,528,21
AIV,14,15,13,2020-31-01,52.71,14.73,570,21
AIZ,17,15,14,2020-31-01,130.56,22.93,600,49
AJG,14,12,14,2020-31-01,102.57,16.01,597,42
AJRD,33,26,26,2020-31-01,52.07,42.84,600,80
AKAM,18,19,19,2020-31-01,93.35,40.41,599,85
AKBA,65,93,88,2020-31-01,7.22,71.97,554,46
AKCA,64,65,80,2020-31-01,17.27,70.18,436,51
AKR,17,17,15,2020-31-01,24.82,16.67,325,13
AKRO,0,0,0,2020-31-01,24.69,102.75,3,100
AKRX,122,125,108,2020-31-01,1.53,173.76,553,91
AKS,40,46,61,2020-31-01,2.76,45.87,599,3
AKTS,57,43,48,2020-31-01,7.35,74.42,160,27
AL,26,20,21,2020-31-01,42.94,26.53,599,49
ALB,28,25,35,2020-31-01,80.28,36.67,600,78
ALBO,55,75,65,2020-31-01,22.7,65.9,194,73
ALC,19,18,17,2020-31-01,58.94,20.43,448,11
ALDX,37,116,94,2020-31-01,5.34,91.25,374,30
ALE,11,12,13,2020-16-01,83.48,13.29,327,4
ALEC,0,0,0,2020-31-01,27.94,131.2,5,60
ALEX,15,15,17,2020-30-01,21.86,20,557,8
ALFA,10,9,11,2020-22-01,59.97,16.99,447,41
ALG,18,16,39,2020-27-01,124.56,32.88,68,80
ALGN,41,29,35,2020-31-01,257.1,33.7,600,24
ALGT,35,25,23,2020-31-01,168.04,29.11,599,28
ALK,21,19,20,2020-31-01,64.59,25.03,600,17
ALKS,36,35,40,2020-31-01,17.41,52.53,600,73
ALL,13,12,14,2020-31-01,118.54,22.04,600,88
ALLE,17,15,20,2020-31-01,129.32,23.66,599,79
ALLK,62,109,85,2020-31-01,72.2,71.29,128,39
ALLO,38,41,44,2020-31-01,21.72,63.73,283,69
ALLT,23,26,31,2020-31-01,9.59,48.05,394,91
ALLY,31,25,24,2020-31-01,32.03,27.07,600,76
ALNY,30,42,38,2020-31-01,114.79,43.44,600,15
ALRM,28,23,31,2020-31-01,43.93,38.67,600,43
ALSN,22,19,24,2020-31-01,44.2,30.36,600,90
ALT,64,69,63,2020-29-01,1.72,97.95,320,46
ALTR,38,34,47,2020-27-01,36.95,41.88,351,75
ALV,33,27,26,2020-31-01,76.63,29.22,598,49
ALXN,34,35,35,2020-31-01,99.39,35.69,600,41
AM,55,68,65,2020-31-01,5.04,61.96,540,97
AMAG,87,66,78,2020-31-01,8.86,73.8,600,65
AMAT,32,31,34,2020-31-01,57.99,40.87,600,86
AMBA,36,41,39,2020-31-01,59.14,44.28,600,44
AMBC,23,17,18,2020-31-01,21.43,40.14,600,31
AMC,57,52,45,2020-31-01,6.52,60.51,600,89
AMCR,22,20,23,2020-31-01,10.59,31.16,60,80
AMCX,35,32,32,2020-31-01,36.59,41.17,600,98
AMD,37,40,35,2020-31-01,47,46.79,600,19
AME,15,13,16,2020-31-01,97.15,24.12,600,81
AMED,22,19,31,2020-31-01,176.49,35.54,600,36
AMG,22,23,29,2020-31-01,79.85,35.81,600,90
AMGN,24,19,17,2020-31-01,216.05,21.28,600,46
AMH,15,15,14,2020-29-01,27.33,20.94,528,74
AMJ,18,20,18,2020-24-01,20.55,19.69,520,62
AMKR,41,41,63,2020-31-01,11.25,51.09,600,94
AMLP,20,23,21,2019-13-12,8.02,86.66,180,100
AMN,15,14,18,2020-31-01,67.38,39.31,600,74
AMNB,28,23,21,2020-31-01,34.1,29.4,237,94
AMOT,18,19,38,2020-21-01,45.84,43.11,466,42
AMP,25,19,23,2020-31-01,165.41,22.69,600,38
AMPE,176,165,126,2020-23-01,0.7,216.6,262,96
AMPH,29,28,28,2020-31-01,18.91,37.8,190,29
AMPY,61,60,53,2020-31-01,5.39,50.63,389,33
AMRC,23,22,27,2020-31-01,19.19,37.83,599,6
AMRN,51,54,62,2020-31-01,18.55,69.32,599,28
AMRS,59,63,68,2020-31-01,2.56,116.81,574,91
AMRX,70,118,107,2020-31-01,4.49,99.7,438,94
AMSC,59,52,54,2020-31-01,6.28,71.4,600,67
AMSF,21,19,23,2020-31-01,68.42,25.29,586,81
AMSWA,19,24,23,2020-31-01,14.93,33.75,493,46
AMT,18,19,21,2020-31-01,231.74,20.39,600,74
AMTD,31,46,62,2020-31-01,47.48,31.92,600,89
AMWD,19,19,19,2020-31-01,109.65,38.58,595,34
AMX,26,21,23,2020-31-01,16.68,31.05,600,90
AMZA,28,32,35,2020-31-01,4.01,14.06,127,3
AMZN,30,24,20,2020-31-01,2008.72,25.62,598,52
AN,17,23,23,2020-31-01,42.44,32.07,600,67
ANAB,58,56,211,2020-31-01,14.52,87.58,552,80
ANAT,13,12,16,2020-31-01,110.16,20.98,569,25
ANDE,22,28,42,2020-31-01,22.62,46.18,599,93
ANET,27,21,51,2020-31-01,223.34,56.4,600,95
ANF,35,42,44,2020-31-01,16.36,52.34,600,50
ANGI,33,37,48,2020-31-01,8.03,78.39,458,95
ANGO,44,32,39,2020-31-01,13.77,44.8,552,93
ANH,28,27,29,2019-09-10,3.58,70,8,75
ANIK,39,29,57,2020-31-01,41.11,58.17,571,98
ANIP,35,31,53,2020-31-01,62,51.19,591,84
ANSS,20,17,20,2020-31-01,274.33,27.39,600,64
ANTE,117,92,111,2019-15-04,0.97,156.88,77,100
ANTM,36,26,27,2020-31-01,265.28,30.51,600,94
AOBC,31,29,37,2020-31-01,9.42,51.77,600,63
AON,12,12,15,2020-31-01,220.25,18.25,600,52
AOS,30,23,25,2020-31-01,42.69,26.52,600,72
AOSL,36,35,40,2020-31-01,12.19,50,579,70
AP,53,48,56,2020-31-01,2.9,59.38,392,77
APA,93,81,71,2020-31-01,27.44,49.04,600,87
APAM,20,19,21,2020-31-01,33.4,18.29,531,5
APD,26,19,22,2020-31-01,238.71,19.54,600,67
APEI,34,31,34,2020-31-01,23.83,47.17,599,58
APH,16,15,17,2020-31-01,99.47,21.54,600,70
APHA,78,80,83,2020-31-01,4.66,57.99,303,25
APLS,100,86,0,2020-31-01,41.11,54.13,55,12
APO,42,32,29,2020-31-01,47.32,23.11,600,28
APOG,23,56,48,2020-31-01,31.82,35.91,600,71
APPF,17,22,29,2020-31-01,131.44,37.41,337,23
APPN,63,55,49,2020-31-01,51.04,60.15,403,80
APPS,45,49,53,2020-31-01,6.24,85.8,363,63
APRN,48,52,65,2020-31-01,3.86,108.24,584,69
APT,198,128,95,2020-31-01,6.72,152.08,113,97
APTO,75,109,103,2020-31-01,6.86,107.73,369,34
APTS,25,23,25,2020-06-01,11.78,27.19,247,77
APTV,29,26,26,2020-31-01,84.79,27.11,599,38
APY,26,37,42,2020-31-01,25.86,170.8,106,100
APYX,29,43,48,2020-31-01,7.59,68.76,577,9
AQMS,147,244,178,2019-24-10,0.77,94.24,487,11
AQUA,22,33,32,2020-31-01,19.97,43.95,430,55
AR,69,81,92,2020-31-01,1.85,107.99,600,98
ARA,41,44,78,2020-31-01,9.08,62.87,421,44
ARAV,54,114,98,2020-31-01,10,99.66,495,42
ARAY,98,78,69,2020-31-01,3.89,52.55,596,23
ARC,92,83,82,2019-15-07,1.28,64.84,318,55
ARCB,54,41,38,2020-31-01,22.31,40.94,600,8
ARCC,10,11,11,2019-02-10,18.82,11.69,41,24
ARCH,37,36,36,2020-31-01,51.53,49.51,600,100
ARCO,28,32,31,2020-31-01,7.67,30,534,4
ARCT,61,74,77,2020-31-01,10.3,90.69,566,31
ARD,26,21,24,2020-31-01,19.08,32.39,474,40
ARDX,48,79,78,2020-31-01,7.08,78.59,402,13
ARE,18,15,14,2020-31-01,163.2,19.22,600,84
ARES,24,21,30,2020-31-01,36.06,27.68,521,74
ARGT,24,25,22,2020-31-01,25.53,22.33,515,30
ARGX,36,32,35,2020-31-01,144.29,55.91,284,77
ARKK,20,19,20,2020-31-01,51.8,27.01,436,48
ARKW,19,18,22,2020-24-01,63.17,28.8,244,73
ARLO,55,89,83,2020-31-01,4.27,110.94,356,96
ARLP,36,39,43,2020-31-01,9.04,33.13,533,91
ARMK,20,22,19,2020-31-01,44.14,28.15,596,62
ARNA,29,29,30,2020-31-01,45.69,45.66,600,9
ARNC,35,25,25,2020-31-01,29.95,28.08,600,11
AROC,28,35,33,2020-31-01,8.35,30.44,590,0
AROW,14,15,18,2019-03-07,35.06,24.06,3,100
ARQL,6,175,131,2019-11-12,20,12.41,455,0
ARR,12,9,12,2019-02-08,19.26,152.5,51,100
ARTNA,22,17,17,2020-21-01,37.72,18.53,581,0
ARVN,36,48,0,2020-31-01,48.46,83.19,48,93
ARW,20,17,17,2020-31-01,75.94,28.33,600,75
ARWR,65,85,69,2020-31-01,41.91,81.71,600,58
ASA,27,26,28,2020-31-01,13.97,33.85,360,62
ASB,20,18,20,2020-31-01,19.93,20.63,588,9
ASC,46,41,48,2020-31-01,6.15,59.77,552,80
ASFI,8,8,63,2019-06-11,10.3,41.88,418,12
ASH,15,19,17,2020-31-01,73.98,21.67,600,19
ASHR,26,22,19,2020-31-01,26.42,30.38,600,97
ASHS,30,26,22,2020-31-01,25.79,33.63,593,98
ASIX,46,39,38,2020-31-01,18.72,48.57,600,88
ASMB,36,82,104,2020-31-01,17.56,71.73,366,24
ASML,28,23,24,2020-31-01,280.66,27.16,600,42
ASNA,85,166,209,2020-31-01,4.4,118.83,465,96
ASND,27,43,40,2020-31-01,135.1,60.34,578,54
ASPS,39,29,43,2020-31-01,18.6,44.11,599,43
ASR,28,27,24,2020-31-01,192.79,25.4,438,9
ASRT,66,143,148,2020-30-01,1.07,130.91,558,92
ASTE,24,27,27,2020-31-01,41.24,39.86,596,68
ASUR,27,22,46,2020-31-01,8.43,51.84,596,26
ASYS,101,71,56,2020-31-01,5.13,61.61,591,49
AT,0,21,38,2019-21-11,2.39,28.28,122,18
ATAX,21,18,19,2020-03-01,8.02,23.48,10,70
ATEC,66,54,52,2020-31-01,6.96,72.88,136,76
ATEN,25,30,38,2020-31-01,6.81,41.88,512,27
ATEX,26,27,38,2020-31-01,46.46,96.42,126,53
ATGE,22,23,41,2020-31-01,34.51,47.48,600,97
ATH,19,18,23,2020-31-01,43.56,32.95,600,91
ATHM,42,39,48,2020-31-01,76.48,45.78,600,38
ATHX,60,70,65,2020-31-01,1.36,126.08,523,79
ATI,41,34,40,2020-31-01,17.25,49.21,600,97
ATKR,23,28,27,2020-31-01,39.7,36.88,596,53
ATLC,46,46,63,2020-31-01,13.96,74.21,250,14
ATNI,20,22,26,2020-30-01,57.87,36.2,441,42
ATNX,35,91,78,2020-31-01,13.39,63.87,176,5
ATO,9,11,12,2020-31-01,117.03,13.45,595,16
ATOS,50,66,69,2019-16-10,1.48,172.5,53,41
ATR,13,12,16,2020-31-01,115.51,21.06,579,67
ATRA,49,48,57,2020-31-01,13.23,94.92,573,90
ATRC,35,27,28,2020-31-01,38.9,39.64,580,27
ATRS,37,47,47,2020-31-01,3.67,85.04,537,41
ATSG,27,27,28,2020-31-01,20.97,46.69,599,94
ATUS,31,26,38,2020-31-01,27.36,45.2,594,79
ATVI,24,22,23,2020-31-01,58.48,36.92,600,65
AU,40,43,48,2020-31-01,20.36,44.51,600,79
AUB,20,16,18,2020-31-01,33.69,25.99,367,64
AUDC,67,47,48,2020-31-01,21.44,45.69,551,81
AUPH,39,144,117,2020-31-01,18.3,75.8,585,70
AUTO,63,64,76,2020-30-01,2.17,101.88,460,70
AUY,60,54,52,2020-31-01,4.07,46.63,600,43
AVA,10,12,13,2020-17-01,50.85,11.73,119,0
AVAV,30,31,35,2020-31-01,66.61,36.5,600,9
AVB,16,15,14,2020-31-01,216.69,17.65,600,74
AVD,24,27,36,2020-31-01,18.68,42.01,600,55
AVDL,75,85,97,2020-31-01,7.28,60.63,94,1
AVEO,80,97,150,2019-28-10,0.52,102.14,451,23
AVGO,32,27,25,2020-31-01,305.16,31.14,600,66
AVH,38,46,57,2020-31-01,4.75,50.94,443,63
AVID,38,37,46,2020-31-01,8.4,63.9,578,50
AVLR,27,33,43,2020-31-01,85.14,64.44,391,72
AVNS,27,28,54,2020-31-01,27.54,45.17,583,96
AVP,38,44,42,2020-03-01,5.6,47.66,599,19
AVT,26,23,26,2020-31-01,36.49,25.88,600,63
AVTR,29,30,39,2020-31-01,18.47,37.85,173,26
AVX,9,71,53,2020-06-01,20.27,27.5,538,48
AVXL,78,96,83,2020-31-01,2.86,134.47,574,90
AVY,30,20,22,2020-31-01,131.24,23.77,600,74
AVYA,45,40,63,2020-31-01,12.77,59.31,394,64
AWI,19,20,22,2020-31-01,100.33,26.42,596,59
AWK,12,14,15,2020-31-01,136.2,16.42,600,54
AWR,17,16,16,2020-31-01,88.56,19.59,589,42
AWRE,41,43,43,2019-30-12,3.62,86.67,136,89
AX,32,25,26,2020-31-01,28.17,27.88,336,4
AXDX,34,33,46,2020-31-01,16.8,54.87,598,43
AXE,11,18,31,2020-24-01,97.6,5.93,568,0
AXGN,62,51,56,2020-31-01,12.36,66.88,516,70
AXGT,68,83,79,2020-30-01,3.84,111.84,583,66
AXL,47,46,60,2020-31-01,9.24,77.59,600,97
AXNX,76,58,70,2020-31-01,29.03,67.76,122,15
AXP,23,19,18,2020-31-01,129.87,20.22,600,58
AXS,22,17,18,2020-31-01,64.25,18.7,599,6
AXSM,37,137,116,2020-31-01,86.82,89.85,530,14
AXTA,19,19,19,2020-31-01,28.81,40.61,600,91
AXTI,61,53,60,2020-31-01,3.9,59.38,570,14
AXU,55,78,78,2020-24-01,1.78,102.18,80,22
AY,12,12,14,2020-31-01,28.73,16.14,443,24
AYI,56,39,40,2020-31-01,117.87,31.13,600,27
AYR,3.8,4.3,31,2019-05-11,32.09,35.89,528,98
AYX,26,42,49,2020-31-01,139.47,58.98,600,66
AZN,15,15,19,2020-31-01,48.7,21.99,600,65
AZO,18,22,21,2020-31-01,1057.96,25.29,596,45
AZPN,56,39,34,2020-31-01,118.98,28.84,600,48
AZUL,50,41,42,2020-31-01,41.5,51.94,597,74
AZZ,38,43,41,2020-31-01,41.26,31.09,598,23
B,28,22,31,2020-31-01,63.17,32.58,587,79
BA,26,25,27,2020-31-01,318.27,25.91,600,48
BABA,28,25,28,2020-31-01,206.59,36.49,600,76
BAC,19,16,18,2020-31-01,32.83,21.66,600,32
BAH,18,18,24,2020-31-01,78.04,21,600,14
BAK,59,42,69,2019-09-05,13.81,42.51,548,72
BAL,19,18,19,2020-31-01,40.29,19.51,577,12
BAM,14,13,14,2020-31-01,61.21,17.89,596,57
BANC,27,25,26,2020-31-01,15.96,28.57,600,32
BAND,24,30,43,2020-31-01,70.96,59.63,141,64
BANR,15,19,20,2020-31-01,51.55,21.55,451,9
BAP,21,19,20,2020-31-01,206.58,24.84,598,61
BATRA,18,18,18,2020-31-01,29.25,20.85,249,16
BATRK,19,17,17,2020-27-01,29.15,23.59,340,11
BAX,18,17,24,2020-31-01,89.22,21.22,599,73
BB,30,41,59,2020-31-01,6.1,42.32,598,53
BBAR,69,78,68,2020-31-01,4.68,61.55,600,66
BBBY,92,76,70,2020-31-01,14.25,54.31,600,58
BBD,40,33,32,2020-31-01,7.63,40.57,599,80
BBDC,11,10,12,2019-29-10,10.3,35.21,186,97
BBH,17,15,15,2020-31-01,132.39,22.73,600,73
BBI,85,83,85,2019-10-06,0.68,105,329,62
BBIO,0,0,0,2020-31-01,34.49,74.02,8,100
BBL,25,20,21,2020-31-01,43.43,22.38,600,14
BBSI,19,21,26,2020-31-01,82.83,36.22,522,35
BBU,17,17,18,2020-31-01,42.05,26.15,336,36
BBVA,30,28,28,2020-28-01,5.12,24.84,160,17
BBW,118,86,79,2020-31-01,4.18,90.52,576,96
BBY,19,29,27,2020-31-01,84.69,36.43,600,71
BC,26,22,23,2020-31-01,62.85,25.79,600,13
BCBP,18,18,16,2019-19-11,13.12,22.19,146,49
BCC,27,22,26,2020-31-01,36.2,32.89,600,28
BCE,10,12,12,2020-31-01,47.12,10.31,401,34
BCEI,59,48,48,2020-31-01,18.19,52.77,533,72
BCI,9,10,11,2019-13-12,22.19,12.5,27,44
BCLI,27,27,30,2020-31-01,4.07,55.97,512,6
BCO,22,19,22,2020-31-01,84.19,31.74,600,75
BCOR,35,31,46,2020-31-01,22.55,46.52,600,79
BCOV,25,22,27,2020-31-01,8.66,41.54,593,41
BCPC,17,16,22,2020-31-01,108.02,28.78,537,63
BCRX,94,96,88,2020-31-01,2.85,124.47,599,86
BCS,18,30,32,2020-31-01,8.8,23.72,579,3
BCSF,9,0,0,2020-22-01,19.8,17.6,14,85
BDC,27,27,32,2020-31-01,49.27,50.97,599,97
BDGE,21,16,20,2020-31-01,30.35,25.95,67,97
BDN,16,20,18,2019-11-12,15.62,14.06,64,37
BDSI,34,40,43,2020-31-01,5.25,56.21,594,25
BDX,12,13,19,2020-31-01,275.18,21.47,600,68
BE,69,83,100,2020-31-01,7.88,104.32,437,84
BEAT,37,35,37,2020-31-01,48.92,43.58,600,31
BECN,34,35,33,2020-31-01,33.11,43.61,597,81
BELFB,54,44,63,2020-31-01,17.32,57.63,452,72
BEN,33,28,27,2020-31-01,25.3,26.06,600,82
BERY,37,36,30,2020-31-01,42.52,27.79,600,55
BEST,57,51,50,2020-31-01,5.31,61.06,328,32
BFAM,11,15,20,2020-31-01,163.73,23.6,538,57
BFB,16,21,20,2020-31-01,67.64,21.38,463,26
BFOR,12,10,11,2019-25-11,42.56,11.14,272,11
BG,24,20,23,2020-31-01,52.43,28.38,599,67
BGCP,23,25,30,2019-06-11,5.77,46.25,239,97
BGFV,100,80,103,2020-31-01,3.73,89.01,494,91
BGG,95,77,73,2020-30-01,3.67,73.89,585,96
BGNE,29,30,59,2020-31-01,152.36,42.86,595,0
BGS,27,31,33,2020-31-01,16.06,35.71,600,67
BHC,30,31,36,2020-31-01,27.43,37.8,600,17
BHE,41,32,27,2020-31-01,30.78,36.71,596,93
BHF,24,27,29,2020-31-01,38.9,37.64,600,52
BHLB,23,19,22,2020-31-01,28.15,21.45,429,30
BHP,23,18,19,2020-31-01,51.11,25.76,600,75
BHR,31,31,30,2020-30-01,7.98,67.5,324,100
BHVN,68,53,48,2020-31-01,48.49,124.88,538,93
BIB,33,31,32,2020-31-01,54.77,42.66,599,66
BIDU,27,32,39,2020-31-01,123.56,43.97,600,92
BIG,36,77,63,2020-31-01,27.06,53.17,600,92
BIIB,21,22,44,2020-31-01,268.85,45.52,600,96
BIL,0,0.4,0.6,2020-22-01,91.54,31.98,29,100
BILI,50,47,41,2020-31-01,21.55,57.28,401,51
BIO,19,23,30,2020-31-01,360.92,32.34,551,83
BIOS,49,48,52,2020-29-01,4.18,66.25,437,8
BIP,13,14,13,2020-31-01,54.4,20.34,587,92
BIS,32,32,33,2020-31-01,15.01,46.39,600,68
BITA,15,17,22,2020-31-01,15.1,22.82,591,3
BIV,3,3.6,4.4,2020-31-01,89.41,2.56,445,31
BJ,25,28,28,2020-31-01,20.52,40.45,579,65
BJK,22,21,18,2020-31-01,39.62,18.56,557,62
BJRI,31,28,41,2020-31-01,39.78,49.08,600,99
BK,34,25,24,2020-31-01,44.78,20.57,600,45
BKCC,13,15,22,2020-28-01,4.98,14.38,28,28
BKD,28,28,34,2020-31-01,6.59,45.34,600,33
BKE,30,53,47,2020-31-01,24.41,44.1,600,68
BKEP,109,76,69,2019-14-02,1.16,75.94,106,88
BKF,23,18,16,2020-31-01,42.96,18.82,600,57
BKH,10,12,16,2020-31-01,83.03,16.66,580,18
BKI,13,13,20,2020-31-01,66.92,25.14,599,57
BKLN,2.7,3.8,3.9,2019-02-12,22.61,48.93,2,100
BKNG,18,17,21,2020-31-01,1830.55,32.18,578,88
BKR,30,28,32,2020-31-01,21.66,30.84,600,34
BKU,16,16,18,2020-31-01,33,22.92,591,24
BL,31,26,30,2020-31-01,61.17,49.08,599,78
BLCM,164,164,159,2020-24-01,1.22,151.41,464,97
BLCN,13,12,13,2020-31-01,25.66,18.27,502,65
BLD,29,25,28,2020-31-01,114.51,36.28,599,64
BLDP,105,82,68,2020-31-01,9.87,78.41,592,94
BLDR,29,23,26,2020-31-01,24.8,45.8,600,83
BLFS,40,43,53,2020-31-01,13.79,62.28,117,47
BLK,21,16,18,2020-31-01,527.35,22.06,600,64
BLKB,23,20,24,2020-31-01,78.33,38.75,600,79
BLL,26,23,26,2020-31-01,72.18,30.96,600,98
BLMN,23,21,30,2020-31-01,20.77,36.32,600,75
BLNK,72,82,74,2020-31-01,1.89,81.88,368,38
BLOK,15,15,14,2020-31-01,18.89,17.04,495,12
BLUE,47,55,50,2020-31-01,79.69,65.55,600,64
BLV,9,9,10,2020-31-01,105.68,7.1,306,45
BLX,20,18,20,2020-31-01,20.16,21.35,564,37
BMA,47,54,53,2020-31-01,30.67,60.94,596,63
BMCH,22,19,23,2020-31-01,29.18,29.97,519,43
BMI,17,18,28,2020-31-01,59.06,36.14,597,91
BMO,12,11,11,2020-31-01,76.22,12.39,600,28
BMRN,30,26,25,2020-31-01,83.5,36.2,600,41
BMTC,15,14,16,2019-24-07,37.52,20.63,4,25
BMY,22,20,18,2020-31-01,62.95,24.36,600,54
BND,2.9,3.8,3.9,2020-31-01,85.52,1.68,430,0
BNDX,3.1,6,5,2020-31-01,57.65,3.28,48,16
BNED,76,87,76,2020-31-01,3.44,83.17,551,97
BNFT,41,41,42,2020-31-01,18.5,62.91,600,87
BNO,24,25,32,2020-31-01,18.19,36.8,600,90
BNS,9,9,9,2020-31-01,54.62,13.38,597,40
BOCH,15,19,20,2019-29-11,10.7,34.38,111,63
BOH,16,13,14,2020-31-01,89.6,17.61,593,29
BOIL,55,70,67,2020-31-01,6.05,71.54,598,54
BOKF,16,16,19,2020-31-01,78.9,21.26,600,22
BOLD,2.4,167,123,2019-27-12,59.97,59.54,499,15
BOND,2.1,3.1,3.2,2019-31-12,109.96,1.56,541,0
BOOM,26,51,55,2020-31-01,41.83,57.04,599,87
BOOT,29,32,38,2020-31-01,41.97,57.28,600,42
BOTZ,20,17,17,2020-31-01,21.41,20.19,600,22
BOX,29,37,35,2020-31-01,15.03,46.59,600,61
BP,19,15,18,2020-31-01,36.13,17.82,600,56
BPFH,23,20,22,2020-22-01,11.4,21.41,309,1
BPMC,61,58,55,2020-31-01,63.45,64.07,598,54
BPMP,26,29,25,2020-29-01,14.43,24.05,283,22
BPOP,19,16,17,2020-31-01,55.96,22.22,600,9
BPR,23,17,18,2020-21-01,18.46,13.68,114,2
BPT,76,63,61,2020-31-01,7.44,42.63,535,74
BPY,24,17,18,2019-02-12,18.53,18.04,302,47
BR,33,23,23,2020-31-01,119.15,20.93,600,42
BRBR,48,0,0,2020-31-01,21.64,51.72,22,100
BRC,17,17,19,2020-31-01,55.37,27.94,519,85
BREW,3.9,4.2,129,2019-11-11,16.4,68.59,545,93
BRF,21,20,20,2020-31-01,26.14,22.82,580,16
BRFS,34,33,35,2020-31-01,7.11,40,564,22
BRG,16,20,21,2019-10-12,11.54,18.44,136,5
BRKB,15,12,12,2020-31-01,224.43,16.49,600,39
BRKL,21,17,17,2020-31-01,15.2,20,429,3
BRKR,18,20,28,2020-31-01,49.47,38.62,599,94
BRKS,35,41,41,2020-31-01,38.08,46.05,600,70
BRO,26,19,20,2020-31-01,44.9,16.38,592,9
BRX,18,20,19,2020-31-01,19.96,19.06,344,34
BRY,46,89,71,2020-31-01,6.85,77.11,581,98
BRZU,77,63,64,2020-31-01,29.82,85.53,600,44
BSAC,27,29,35,2020-29-01,20.04,28.3,212,89
BSBR,44,37,34,2020-31-01,9.7,33.24,507,21
BSET,61,49,53,2020-31-01,12.23,51.8,311,90
BSGM,51,44,43,2020-31-01,4.88,69.82,202,48
BSM,25,29,27,2020-16-01,10.04,21.25,127,92
BSMX,25,30,30,2020-14-01,7.11,78.59,262,98
BSQR,52,72,71,2019-13-05,1.5,110,335,75
BSRR,16,18,17,2020-31-01,26.78,24.62,281,66
BSV,2,1.9,2.1,2019-29-11,81.33,33.3,5,100
BSX,31,23,26,2020-31-01,41.87,27.06,600,67
BTE,86,88,87,2019-22-05,1.11,70.28,308,48
BTG,50,44,43,2020-31-01,4.32,54.93,343,69
